segment_id,facility_id,canonical_name,lbl,lbl_full,aliases,parent_system,facility_group,facility_type,network_role,ownership_class,owner_agency,operator_agency,project_family,project_name,project_division,project_unit,project_subunit,project_path,display_rank,display_rank_source,display_rank_reason,status,length_mi,geometry_source,geometry_decision,geometry_confidence,decision_id,source_major_rows,source_delta_rows,source_ids,blm_crosses,blm_length_mi,blm_pct_length,blm_nearest_mi,blm_crossing_count,blm_field_offices,search_text
CVY_20C08296_S036,CVY_20C08296,California Aqueduct,California Aqueduct,California Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State,SWP,State Water Project,California Aqueduct,,,California Aqueduct,statewide_major,reviewed_override,Principal State Water Project conveyance backbone.,unknown,4.660366974945477,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,40,,MAJOR_0040,FALSE,0,0,1.5159012685995688,0,,california aqueduct california aqueduct   swp state water project california aqueduct   california aqueduct  state aqueduct
CVY_20C08296_S037,CVY_20C08296,California Aqueduct,California Aqueduct,California Aqueduct,,,Open conveyance,Aqueduct,Mainline,California state,,State,SWP,State Water Project,California Aqueduct,,,California Aqueduct,statewide_major,reviewed_override,Principal State Water Project conveyance backbone.,unknown,2.8486778679937994,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1239,,MAJOR_1239,FALSE,0,0,0.921030142724546,0,,california aqueduct california aqueduct   swp state water project california aqueduct   california aqueduct  state aqueduct
CVY_210152EC_S001,CVY_210152EC,Tupman Cutout Canal,Tupman Cutout Canal,Tupman Cutout Canal,,,Open conveyance,Canal,Unknown,Unknown,,Buena Vista Water Storage District,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6104476089360594,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,505,DELTA_0505,FALSE,0,0,3.6695009714037203,0,,tupman cutout canal tupman cutout canal   unknown/unassigned unassigned      buena vista water storage district canal
CVY_210DF3BA_S001,CVY_210DF3BA,Gerle Creek Canal,Gerle Creek Canal,Gerle Creek Canal,,,Open conveyance,Canal,Unknown,Unknown,SMUD,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.8643237052770225,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1327,,MAJOR_1327,FALSE,0,0,17.711447928221002,0,,gerle creek canal gerle creek canal   unknown/unassigned unassigned     smud  canal
CVY_211C3D77_S001,CVY_211C3D77,Camptonville Tunnel,Camptonville Tunnel,Camptonville Tunnel,,,Closed conveyance,Tunnel,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.1600406501113993,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1102,,MAJOR_1102,FALSE,0,0,3.9885097114763983,0,,camptonville tunnel camptonville tunnel   unknown/unassigned unassigned       tunnel
CVY_211E6081_S001,CVY_211E6081,Sills,Sills,Sills,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6597835604586177,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,361,,MAJOR_0361,FALSE,0,0,17.655941430500217,0,,sills sills   unknown/unassigned unassigned       unknown
CVY_2127F60D_S001,CVY_2127F60D,Consolidated Canal,Consolidated Canal,Consolidated Canal,,,Open conveyance,Canal,Unknown,Local/regional public,,Consolidated Irrigation District,Local/regional public,Consolidated Irrigation District,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.5339040888217417,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,430,DELTA_0430,FALSE,0,0,5.039498955890205,0,,consolidated canal consolidated canal   local/regional public consolidated irrigation district      consolidated irrigation district canal
CVY_214E402D_S001,CVY_214E402D,Natomas Cross Canal,Natomas Cross Canal,Natomas Cross Canal,Cross Canal,Natomas conveyance system,Open conveyance,Canal,Unknown,Local/regional public,,Natomas Central Municipal Water Company,Local/regional public,Natomas conveyance system,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,5.461373961324115,DeltaMAPP,retain_both_sources,high,A29,585|603,490,DELTA_0490,FALSE,0,0,19.951152852709377,0,,natomas cross canal natomas cross canal cross canal natomas conveyance system local/regional public natomas conveyance system      natomas central municipal water company canal
CVY_214E402D_S002,CVY_214E402D,Natomas Cross Canal,Natomas Cross Canal,Natomas Cross Canal,Cross Canal,Natomas conveyance system,Open conveyance,Canal,Unknown,Local/regional public,,,Local/regional public,Natomas conveyance system,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,4.868482769373962,Major Conveyance,retain_both_sources,high,A29,585|603,490,MAJOR_0585,FALSE,0,0,20.49487857707302,0,,natomas cross canal natomas cross canal cross canal natomas conveyance system local/regional public natomas conveyance system       canal
CVY_214E402D_S003,CVY_214E402D,Natomas Cross Canal,Natomas Cross Canal,Natomas Cross Canal,Cross Canal,Natomas conveyance system,Open conveyance,Canal,Unknown,Local/regional public,,,Local/regional public,Natomas conveyance system,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,4.975155860579082,Major Conveyance,retain_both_sources,high,A29,585|603,490,MAJOR_0603,FALSE,0,0,20.382337732580694,0,,natomas cross canal natomas cross canal cross canal natomas conveyance system local/regional public natomas conveyance system       canal
CVY_217E14F1_S001,CVY_217E14F1,Upper Farmington Canal,Upper Farmington Canal,Upper Farmington Canal,,,Open conveyance,Canal,Unknown,Unknown,SEWD,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,7.708443491107456,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1065,,MAJOR_1065,FALSE,0,0,5.008833392420121,0,,upper farmington canal upper farmington canal   unknown/unassigned unassigned     sewd  canal
CVY_21846CEA_S001,CVY_21846CEA,Central Coast Water Authority Canal,Central Coast Water Authority Canal,Central Coast Water Authority Canal,,,Open conveyance,Canal,Unknown,Local/regional public,,Central Coast Water Authority,Local/regional public,Central Coast Water Authority,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,3.3034969972274157,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,457,DELTA_0457,FALSE,0,0,3.1766057555462464,0,,central coast water authority canal central coast water authority canal   local/regional public central coast water authority      central coast water authority canal
CVY_21846CEA_S002,CVY_21846CEA,Central Coast Water Authority Canal,Central Coast Water Authority Canal,Central Coast Water Authority Canal,,,Open conveyance,Canal,Unknown,Local/regional public,,Central Coast Water Authority,Local/regional public,Central Coast Water Authority,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,34.75036831613489,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,457,DELTA_0457,FALSE,0,0,0.4519039286483685,0,,central coast water authority canal central coast water authority canal   local/regional public central coast water authority      central coast water authority canal
CVY_21CDAFA6_S001,CVY_21CDAFA6,Unnamed conveyance — Major Conveyance row 1190,Unnamed conveyance — Major Conveyance row 1190,Unnamed conveyance — Major Conveyance row 1190,,,Other/unknown,Unknown,Unknown,Local/regional public,,Local,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,9.808931917743719,Major Conveyance,provisional_source_inclusion,low,UNREVIEWED,1190,,MAJOR_1190,FALSE,0,0,1.1474006288385787,0,,unnamed conveyance — major conveyance row 1190 unnamed conveyance — major conveyance row 1190   unknown/unassigned unassigned      local unknown
CVY_21CDAFA6_S002,CVY_21CDAFA6,Unnamed conveyance — Major Conveyance row 1190,Unnamed conveyance — Major Conveyance row 1190,Unnamed conveyance — Major Conveyance row 1190,,,Other/unknown,Unknown,Unknown,Local/regional public,,Local,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,2.959522028209982,Major Conveyance,provisional_source_inclusion,low,UNREVIEWED,1191,,MAJOR_1191,FALSE,0,0,1.9534704537505543,0,,unnamed conveyance — major conveyance row 1190 unnamed conveyance — major conveyance row 1190   unknown/unassigned unassigned      local unknown
CVY_21CEB63E_S001,CVY_21CEB63E,Sawtell,Sawtell,Sawtell,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.8621352997677578,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,529,,MAJOR_0529,FALSE,0,0,21.91564900942422,0,,sawtell sawtell   unknown/unassigned unassigned       unknown
CVY_2223C3DF_S001,CVY_2223C3DF,Fresno Canal,Fresno Canal,Fresno Canal,,,Open conveyance,Canal,Unknown,Local/regional public,,Fresno Irrigation District,Local/regional public,Fresno Irrigation District,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,10.212867583710958,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,401,DELTA_0401,FALSE,0,0,5.09533138443473,0,,fresno canal fresno canal   local/regional public fresno irrigation district      fresno irrigation district canal
CVY_2223C3DF_S002,CVY_2223C3DF,Fresno Canal,Fresno Canal,Fresno Canal,,,Open conveyance,Canal,Unknown,Local/regional public,,Fresno Irrigation District,Local/regional public,Fresno Irrigation District,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,2.4042775169084156,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,401,DELTA_0401,FALSE,0,0,12.277638894096258,0,,fresno canal fresno canal   local/regional public fresno irrigation district      fresno irrigation district canal
CVY_2256A365_S001,CVY_2256A365,East Canal,East Canal,East Canal,,Sutter-area conveyance system,Open conveyance,Canal,Unknown,Local/regional public,,,Local/regional public,Sutter-area conveyance system,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,6.23014826811692,Major Conveyance,major,medium,A38,872,356,MAJOR_0872,FALSE,0,0,19.66885712637613,0,,east canal east canal  sutter-area conveyance system local/regional public sutter-area conveyance system       canal
CVY_23062076_S001,CVY_23062076,PACHECO TUNNEL REACH 1,PACHECO TUNNEL REACH 1,PACHECO TUNNEL REACH 1,,,Closed conveyance,Tunnel,Unknown,Federal,,US Bureau of Reclamation,CVP,Central Valley Project,San Felipe Division,Pacheco conveyance,,San Felipe Division > Pacheco conveyance,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.7264654652262584,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,222,DELTA_0222,FALSE,0,0,6.635541842897059,0,,pacheco tunnel reach 1 pacheco tunnel reach 1   cvp central valley project san felipe division pacheco conveyance  san felipe division > pacheco conveyance  us bureau of reclamation tunnel
CVY_23062078_S001,CVY_23062078,PACHECO TUNNEL REACH 2,PACHECO TUNNEL REACH 2,PACHECO TUNNEL REACH 2,,,Closed conveyance,Tunnel,Unknown,Federal,,US Bureau of Reclamation,CVP,Central Valley Project,San Felipe Division,Pacheco conveyance,,San Felipe Division > Pacheco conveyance,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,5.314711503241651,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,274,DELTA_0274,FALSE,0,0,1.9754068605762303,0,,pacheco tunnel reach 2 pacheco tunnel reach 2   cvp central valley project san felipe division pacheco conveyance  san felipe division > pacheco conveyance  us bureau of reclamation tunnel
CVY_237D5E68_S001,CVY_237D5E68,Dudley Canal,Dudley Canal,Dudley Canal,,,Open conveyance,Canal,Unknown,Unknown,NID,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,4.85943901254698,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,780,,MAJOR_0780,FALSE,0,0,1.0432847003279653,0,,dudley canal dudley canal   unknown/unassigned unassigned     nid  canal
CVY_240A1128_S001,CVY_240A1128,Snake Ditch,Snake Ditch,Snake Ditch,,,Distribution/local,Ditch,Distribution,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.03736419737570451,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,220,,MAJOR_0220,FALSE,0,0,15.05360681732955,0,,snake ditch snake ditch   unknown/unassigned unassigned       ditch
CVY_240A1128_S002,CVY_240A1128,Snake Ditch,Snake Ditch,Snake Ditch,,,Distribution/local,Ditch,Distribution,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.14510952050758819,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,222,,MAJOR_0222,FALSE,0,0,15.021312205714738,0,,snake ditch snake ditch   unknown/unassigned unassigned       ditch
CVY_24434C78_S001,CVY_24434C78,Simpson Homes,Simpson Homes,Simpson Homes,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.49897144677614924,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,398,,MAJOR_0398,FALSE,0,0,18.72780344430985,0,,simpson homes simpson homes   unknown/unassigned unassigned       unknown
CVY_24F9C6E7_S001,CVY_24F9C6E7,Main Lift Canal,Main Lift Canal,Main Lift Canal,,,Open conveyance,Canal,Mainline,Local/regional public,,Central California Irrigation District,Local/regional public,Central California Irrigation District,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.9069072220650646,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,384,DELTA_0384,FALSE,0,0,3.020138380576229,0,,main lift canal main lift canal   local/regional public central california irrigation district      central california irrigation district canal
CVY_24F9C6E7_S002,CVY_24F9C6E7,Main Lift Canal,Main Lift Canal,Main Lift Canal,,,Open conveyance,Canal,Mainline,Local/regional public,,Central California Irrigation District,Local/regional public,Central California Irrigation District,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.0811855411102151,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,384,DELTA_0384,FALSE,0,0,1.5018993237977771,0,,main lift canal main lift canal   local/regional public central california irrigation district      central california irrigation district canal
CVY_24F9C6E7_S003,CVY_24F9C6E7,Main Lift Canal,Main Lift Canal,Main Lift Canal,,,Open conveyance,Canal,Mainline,Local/regional public,,Central California Irrigation District,Local/regional public,Central California Irrigation District,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.1085034206029647,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,384,DELTA_0384,FALSE,0,0,2.1073922660502773,0,,main lift canal main lift canal   local/regional public central california irrigation district      central california irrigation district canal
