Water Right/Claim ID,Status,Type,Primary owner,Source,County,Effective date,Face value,Use type,Special use area,HUC 12,Watershed,Action,,Field Office ,
C005718,Registered,Registration,BLM California State Office,UNST,Lassen,4/10/1997,2,Stockwatering,,Lower Dry Lake-Frontal Eagle Lake | 180800030304,Lower Pine Creek-Eagle Lake,,,Eagle Lake,
C005719,Registered,Registration,BLM California State Office,UNST,Lassen,4/10/1997,1.5,Stockwatering,TUOLUMNE RIVER;,Bill Reservoir Number 1 | 180800030602,Horse Lake-Willow Creek,,,Eagle Lake,
C005720,Registered,Registration,BLM California State Office,UNST,Lassen,4/10/1997,2,Stockwatering; Other,,Bill Reservoir Number 1 | 180800030602,Horse Lake-Willow Creek,,,Eagle Lake,
C005785,Registered,Registration,BLM California State Office,UNST,Lassen,4/10/1997,2.8,Other; Stockwatering,,Branham Reservoir-Pine Creek | 180800030601,Horse Lake-Willow Creek,,,Eagle Lake,
C005786,Registered,Registration,BLM California State Office,UNST,Lassen,4/10/1997,3,Stockwatering,;EASTERN TEHAMA,Mud Flat | 180800030508,Deep Creek-Secret Creek,,,Eagle Lake,
C005818,Registered,Registration,BLM California State Office,UNST,Lassen,4/10/1997,0.4,Stockwatering,BUTTE CREEK;,Ducasse Reservoir | 180800020205,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C005841,Registered,Registration,BLM California State Office,CLEGHORN CREEK,Lassen,4/10/1997,2,Stockwatering,;UPPER  ELMIRA,Cleghorn Creek-Frontal Eagle Lake | 180800030303,Lower Pine Creek-Eagle Lake,,,Eagle Lake,
C004204,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,1,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Lower Beaver Creek | 180200030203,Beaver Creek,,,Eagle Lake,
C005819,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,7,Stockwatering,;Klamath,Coyote Flat | 180800020201,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C005820,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,0.5,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Montgomery Canyon-South Fork Pit River | 180200020305,Dry Creek-South Fork Pit River,,,Applegate,
C005821,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,8,Stockwatering,PIT RIVER;Klamath,Big Juniper Creek-Little Juniper Creek | 180200020401,Pine Creek-South Fork Pit River,,,Applegate,
C005822,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,3.5,Stockwatering,;VALLEY PUTAH-CACHE,Mitchell Field | 180800020208,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C005824,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,6,Stockwatering,North Coast AB2121 Area;Klamath,Russell Canyon | 180102040905,Mills Creek-Lost River,,,Applegate,
C005825,Registered,Registration,BLM California State Office,,Sacramento,12/23/1997,3.5,Stockwatering,,Lake Greenhaven-Sacramento River | 180201630701,Sherman Lake-Sacramento River,,,Mother Lode,
C005827,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,4,Stockwatering,PIT RIVER,Sheep Valley | 180200030101,Horse Creek,,,Eagle Lake,
C006002,Registered,Registration,BLM California State Office,UNST,Lassen,12/31/1997,2.8,Stockwatering,,Fleming Spring | 180800020202,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C006004,Registered,Registration,BLM California State Office,UNST,Nevada,4/10/1997,3.5,Other; Stockwatering,YUBA RIVER;Klamath,Bowman Lake-Canyon Creek | 180201250603,Upper South Yuba River,,,Ukiah,
C006005,Registered,Registration,BLM California State Office,UNST,Lassen,4/10/1997,2,Stockwatering,,Middle Deep Creek | 180800030506,Deep Creek-Secret Creek,,,Eagle Lake,
C006006,Registered,Registration,BLM California State Office,UNST,Lassen;Siskiyou,4/10/1997,1.5,Stockwatering; Other,Klamath;,Bunton Hollow Creek-Shasta River | 180102070503;Fleming Spring | 180800020202,Yreka Creek-Shasta River;Van Loan Creek-Madeline Plains,,,Eagle Lake/Redding,
C006034,Registered,Registration,BLM California State Office,UNST,Lassen,4/10/1997,2,Stockwatering,,Upper Snowstorm Creek | 180800030503,Deep Creek-Secret Creek,,,Eagle Lake,
C005831,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,10,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Peacock Creek-Pit River | 180200030802,Town of Pittville-Pit River,,,Eagle Lake,
C006035,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,3,Stockwatering,PIT RIVER;AMERICAN RIVER,Little Davis Creek-Horse Creek | 180200030106,Horse Creek,,,Eagle Lake,
C006036,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,6,Stockwatering,,Upper Cold Spring Creek | 180800020108,Cold Spring Creek-Madeline Plains,,,Eagle Lake,
C006037,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0.6,Stockwatering,PIT RIVER;PUTAH CREEK,Lower Cedar Creek-West Valley Reservoir | 180200020203,Cedar Creek,,,Eagle Lake,
C006038,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,10,Stockwatering,PIT RIVER;MIDDLE SIERRA,Donovan Reservoir | 180200020802,Canyon Creek,,,Bishop,
A000312,Licensed,License,BLM ALTURAS FIELD OFFICE,BONNER RAVINE,Modoc,4/22/1916,115,Fish and Wildlife Preservation and Enhancement; Recreational; Stockwatering,North Coast AB2121 Area;;NORTH VALLEY FLOOR,Lassen Creek-Frontal Goose Lake | 180200010305,Willow Creek-Frontal Goose Lake,,,Bishop,
A014463,Licensed,License,BLM California State Office,NORTH FORK WEBER CREEK,El Dorado,9/4/1951,10,Recreational,DELTA WATERSHEDS;;MIDDLE SIERRA,Lower North Fork Cosumnes River | 180400130204,North Fork Cosumnes River,,,MLFO,
A015698,Licensed,License,Duane Martin Jr,BURTON SLOUGH;UNSL;MOKELUMNE RIVER,Sacramento,1/21/1954,12878.9,Irrigation,SACRAMENTO DELTA;LEGAL DELTA;SAN JOAQUIN DELTA;LEGAL DELTA,South Stone Lake-Snodgrass Slough | 180400121002;Grizzly Slough-Cosumnes River | 180400130803,Snodgrass Slough;Lower Cosumnes River,,,MLFO,
A016097,Licensed,License,BLM California State Office,UNCR,San Joaquin,10/18/1954,353,Irrigation,SAN JOAQUIN DELTA;LEGAL DELTA,Hog Slough | 180400121103,Lower Mokelumne River,,,MLFO,
A016390,Licensed,License,BLM California State Office,COSUMNES RIVER,Sacramento,5/23/1955,45.2,Irrigation,NORTH VALLEY FLOOR,Grizzly Slough-Cosumnes River | 180400130803,Lower Cosumnes River,,,MLFO,
A016640,Licensed,License,BLM RIDGECREST FIELD OFFICE,JACKPOT SPRING,Inyo,9/29/1955,1.3,Mining; Domestic,,Pleasant Canyon-Panamint Valley | 180902041204,Water Canyon-Panamint Valley,,,Ridgecrest,
A016869,Licensed,License,BLM California State Office,BALD MOUNTAIN LAKE;UNST,Lassen,1/31/1956,2.9,Stockwatering,UPPER CALAVERAS;PIT RIVER;MIDDLE SIERRA,Little Valley-Horse Creek | 180200030107;Little Davis Creek-Horse Creek | 180200030106,Horse Creek,,,Eagle Lake,
A016870,Licensed,License,BLM California State Office,UNDR,Lassen,1/31/1956,0.2,Stockwatering,PIT RIVER;YUBA RIVER,Middle Beaver Creek | 180200030202,Beaver Creek,,,Eagle Lake,
A016871,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,1/31/1956,4,Stockwatering,North Coast AB2121 Area;PIT RIVER;DELTA WATERSHEDS;;BALL MOUNTAIN,Peacock Creek-Pit River | 180200030802;Lower Beaver Creek | 180200030203;Middle Beaver Creek | 180200030202,Town of Pittville-Pit River;Beaver Creek,,,Eagle Lake,
A016873,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST;SPRING GULCH;NORTH GULCH,Lassen,1/31/1956,4.4,Stockwatering,PIT RIVER;PUTAH CREEK;DELTA WATERSHEDS;;AMERICAN RIVER,Clarks Valley-Pit River | 180200030801;Muck Valley-Pit River | 180200021903,Town of Pittville-Pit River;Widow Valley Creek-Pit River,,,Eagle Lake,
A016866,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,1/31/1956,1.5,Stockwatering,PIT RIVER;AMERICAN RIVER,Upper Willow Creek | 180200021601,Willow Creek,,,Eagle Lake,
A016868,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,1/31/1956,10.8,Stockwatering,PIT RIVER;YUBA RIVER;MIDDLE SIERRA;DELTA WATERSHEDS;;PUTAH CREEK;AHWAHNEE;UPPER SACRAMENTO,Coyote Reservoir | 180200030102;Sheep Valley | 180200030101,Horse Creek,,,Eagle Lake,
A016899,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lake;Shasta,2/20/1956,10,Recreational; Stockwatering; Fish and Wildlife Preservation and Enhancement; Aquaculture,PIT RIVER;PUTAH CREEK,Dry Creek-Putah Creek | 180201620302;Bald Mountain Reservoir-Pit River | 180200030804,Upper Putah Creek;Town of Pittville-Pit River,,,Ukiah/Redding,
A017450,Licensed,License,BLM RIDGECREST FIELD OFFICE,SHORT CANYON SPRING,Kern,2/4/1957,2.5,Stockwatering,,Grapevine Canyon | 180902050704,Grapevine Canyon,,,Bakersfield,
A017990,Licensed,License,BLM California State Office,FRANCIS SPRING,San Bernardino,2/10/1958,1.6,Stockwatering,,Francis Spring | 180902031106,Upper Kingston Wash,,,Barstow . Needles . Ridgecrest,
A017991,Licensed,License,BLM California State Office,BULL SPRING,San Bernardino,2/10/1958,3.2,Stockwatering,,Bull Spring Wash | 180902082401,Halloran Wash,,,Barstow . Needles . Ridgecrest,
A004682,Licensed,License,BLM RIDGECREST FIELD OFFICE,EAST SACATAR CREEK,Inyo,7/8/1925,34.8,Irrigation; Domestic,,Portuguese Canyon | 180902050303,Rose Valley,,,Ridgecrest,
A009658,Licensed,License,BLM California State Office,VIRGINIA CREEK,Mono,7/10/1939,17.9,Fire Protection; Domestic; Industrial,,Virginia Creek | 160503010103,Headwaters East Walker River,,,Bishop,
A010504,Licensed,License,BLM California State Office,MULE SPRING,Amador,7/15/1942,10.5,Fire Protection; Domestic; Stockwatering,BEAR RIVER,Little Bear Creek-Bear River | 180201260103,Upper Bear River,,,Mother Lode,
A011393,Licensed,License,BLM California State Office,RUTH SPRINGS,Inyo,5/6/1946,27.5,Domestic; Mining,,Homewood Canyon | 180902051201,Searles Valley,,,Ridgecrest,
A027616,Licensed,License,BLM California State Office,DRY CREEK,Lassen,12/23/1982,1533,Fish and Wildlife Preservation and Enhancement; Stockwatering; Recreational,PIT RIVER;Klamath,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake/Ukiah,
A028117,Licensed,License,BLM California State Office,BIRCH CREEK,Inyo,4/18/1984,0.8,Stockwatering,,Tinehama Creek | 180901020803,Tinemaha Creek-Owens River,,,Ridgecrest,
A028086,Licensed,License,BLM ALTURAS FIELD OFFICE,UNSP,Lassen;Nevada,3/29/1984,6,Fish and Wildlife Preservation and Enhancement; Recreational; Stockwatering,,Prosser Creek | 160501020205;Dry Creek | 180800020103,Prosser Creek-Truckee River;Cold Spring Creek-Madeline Plains,,,Applegate,
A028088,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Modoc,3/29/1984,0.8,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER;Klamath,Dorris Reservoir-South Fork Pit River | 180200020406,Pine Creek-South Fork Pit River,,,Applegate,
A028091,Licensed,License,BLM California State Office,UNST,Modoc,3/29/1984,0.6,Stockwatering; Fish and Wildlife Preservation and Enhancement,DELTA WATERSHEDS;;PIT RIVER,Hot Creek-Pit River | 180200020902,Warm Springs Valley-Pit River,,,Applegate,
A028093,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,3/29/1984,0.9,Fish and Wildlife Preservation and Enhancement; Stockwatering,Klamath;PIT RIVER,Stones Canyon | 180200020303,Dry Creek-South Fork Pit River,,,Eagle Lake,
A028095,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Modoc;Santa Clara,3/29/1984,1,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER;DELTA WATERSHEDS;,Linnville Creek-North Fork Pit River | 180200020601;San Felipe Creek | 180500030104,North Fork Pit River;Upper Coyote Creek,,,Applegate/Central Coast,
A028096,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Modoc,3/29/1984,0.4,Fish and Wildlife Preservation and Enhancement; Stockwatering; Recreational,PIT RIVER;DELTA WATERSHEDS;,Linnville Creek-North Fork Pit River | 180200020601,North Fork Pit River,,,Applegate,
A028098,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,3/29/1984,0.8,Fish and Wildlife Preservation and Enhancement; Stockwatering; Recreational,DELTA WATERSHEDS;;PIT RIVER,Holbrook Canyon | 180200021402,Cottonwood Creek-Ash Creek,,,Eagle Lake,
A028099,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen;San Luis Obispo,3/29/1984,1.2,Fish and Wildlife Preservation and Enhancement; Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Dry Creek | 180200020301;Sycamore Creek-Cuyama River | 180600070602,Dry Creek-South Fork Pit River;Lower Cuyama River,,,Eagle Lake/Bakersfield,
A028256,Licensed,License,BLM California State Office,UNST,Lassen,10/1/1984,0.6,Fish and Wildlife Preservation and Enhancement; Stockwatering,SAN JOAQUIN DELTA;LEGAL DELTA;PIT RIVER,Sheep Valley | 180200030101,Horse Creek,,,Eagle Lake,
A028257,Licensed,License,BLM California State Office,UNST,Lassen,10/1/1984,0.6,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER;SAN JOAQUIN DELTA;LEGAL DELTA,Sheep Valley | 180200030101,Horse Creek,,,Eagle Lake,
A028258,Licensed,License,BLM California State Office,UNST,Lassen;Santa Clara,10/1/1984,0.4,Stockwatering; Fish and Wildlife Preservation and Enhancement,DELTA WATERSHEDS;;PIT RIVER,Coyote Reservoir | 180200030102;Alamitos Creek | 180500030301,Horse Creek;Guadalupe River-Frontal San Francisco Bay Estuaries,,,Eagle Lake/Cental Coast,
A028259,Licensed,License,BLM California State Office,UNST,Lassen,10/1/1984,0.8,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER;SAN JOAQUIN DELTA;LEGAL DELTA,Sheep Valley | 180200030101,Horse Creek,,,Eagle Lake,
A028261,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Modoc,10/1/1984,1.2,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Donovan Reservoir | 180200020802,Canyon Creek,,,Applegate,
A028264,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,10/1/1984,0.9,Fish and Wildlife Preservation and Enhancement,PIT RIVER;DELTA WATERSHEDS;,Frazier Creek | 180200030503,Fall River,,,Eagle Lake,
A028265,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,10/1/1984,0.3,Fish and Wildlife Preservation and Enhancement,PIT RIVER;Klamath,Frazier Creek | 180200030503,Fall River,,,Eagle Lake,
A028267,Licensed,License,BLM California State Office,UNST,Lassen,10/1/1984,0.7,Stockwatering; Fish and Wildlife Preservation and Enhancement,CACHE CREEK;,Coyote Flat | 180800020201,Van Loan Creek-Madeline Plains,,,Eagle Lake,
A028268,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,10/1/1984,0.9,Fish and Wildlife Preservation and Enhancement; Stockwatering,,Dry Creek | 180800020103,Cold Spring Creek-Madeline Plains,,,Eagle Lake,
A028270,Licensed,License,BLM California State Office,UNST,Modoc,10/1/1984,0.5,Fish and Wildlife Preservation and Enhancement; Stockwatering,Klamath;PIT RIVER,Dorris Reservoir-South Fork Pit River | 180200020406,Pine Creek-South Fork Pit River,,,Applegate,
A028271,Licensed,License,BLM California State Office,UNST,Modoc,10/1/1984,1.2,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER,Dorris Reservoir-South Fork Pit River | 180200020406,Pine Creek-South Fork Pit River,,,Applegate,
A028272,Licensed,License,BLM California State Office,UNST,Modoc;San Joaquin,10/1/1984,0.2,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER;SAN JOAQUIN DELTA;LEGAL DELTA,Burns Cutoff-San Joaquin River | 180400030501;Dorris Reservoir-South Fork Pit River | 180200020406,Fivemile Creek-San Joaquin River;Pine Creek-South Fork Pit River,,,Applegate/Central Coast,
A028273,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,10/1/1984,0.5,Fish and Wildlife Preservation and Enhancement; Stockwatering,PIT RIVER;SAN JOAQUIN DELTA;LEGAL DELTA,Moon Lake | 180200020202,Cedar Creek,,,Eagle Lake,
A028274,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,10/1/1984,0.4,Stockwatering; Fish and Wildlife Preservation and Enhancement,DELTA WATERSHEDS;;PIT RIVER,Moon Lake | 180200020202,Cedar Creek,,,Eagle Lake,
A028275,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,10/1/1984,0.8,Fish and Wildlife Preservation and Enhancement; Stockwatering,North Coast AB2121 Area;PIT RIVER,Moon Lake | 180200020202,Cedar Creek,,,Eagle Lake,
A028276,Licensed,License,BLM ALTURAS FIELD OFFICE,UNST,Lassen,10/1/1984,0.4,Stockwatering; Fish and Wildlife Preservation and Enhancement,PIT RIVER;DELTA WATERSHEDS;,Moon Lake | 180200020202,Cedar Creek,,,Eagle Lake,
A028277,Licensed,License,LIKELY LAND & LIVESTOCK COMPANY,UNST,Lassen,10/1/1984,0.4,Stockwatering; Fish and Wildlife Preservation and Enhancement,,Dry Creek | 180800020103,Cold Spring Creek-Madeline Plains,,,Eagle Lake,
A028304,Licensed,License,BLM California State Office,UNST,Lassen,11/1/1984,1,Fish and Wildlife Preservation and Enhancement; Fire Protection; Stockwatering,VALLEY-AMERICAN;,Mud Flat | 180800030508,Deep Creek-Secret Creek,,,Eagle Lake,
A028306,Licensed,License,BLM California State Office,UNST,Lassen;Placer,11/1/1984,0.4,Stockwatering; Fire Protection; Fish and Wildlife Preservation and Enhancement,AMERICAN RIVER;,Dutch Ravine-Auburn Ravine | 180201610102;Mud Flat | 180800030508,Auburn Ravine;Deep Creek-Secret Creek,,,Eagle Lake/Mother Lode,
A028308,Licensed,License,BLM California State Office,UNST,Lassen,11/1/1984,0.8,Stockwatering; Fish and Wildlife Preservation and Enhancement; Fire Protection,,Lower Cold Spring Creek-Madeline Plains | 180800020109,Cold Spring Creek-Madeline Plains,,,Eagle Lake,
A028309,Licensed,License,BLM California State Office,UNST,Lassen,11/1/1984,0.9,Stockwatering; Fire Protection; Fish and Wildlife Preservation and Enhancement,;MIDDLE SIERRA,Fleming Spring | 180800020202,Van Loan Creek-Madeline Plains,,,Eagle Lake,
A028311,Licensed,License,BLM California State Office,UNST,Lassen,11/1/1984,0.1,Fire Protection; Stockwatering; Fish and Wildlife Preservation and Enhancement,REDDING;,Upper Secret Creek | 180800030501,Deep Creek-Secret Creek,,,Eagle Lake,
A028312,Licensed,License,BLM California State Office,UNST,Lassen,11/1/1984,1.6,Fish and Wildlife Preservation and Enhancement; Stockwatering; Fire Protection,;North Coast AB2121 Area,Headwaters Smoke Creek | 160402030901,Smoke Creek-Frontal Smoke Creek Desert,,,Eagle Lake,
A028289,Licensed,License,BLM California State Office,UNST,Lassen,10/18/1984,0.4,Fish and Wildlife Preservation and Enhancement; Stockwatering; Fire Protection,;SAN JOAQUIN DELTA;LEGAL DELTA,Fleming Spring | 180800020202,Van Loan Creek-Madeline Plains,,,Eagle Lake,
A028290,Licensed,License,BLM California State Office,UNST,Lassen;Mono,10/18/1984,0.7,Fish and Wildlife Preservation and Enhancement; Stockwatering; Fire Protection,,Lower Cold Spring Creek-Madeline Plains | 180800020109;Bridgeport Reservoir-East Walker River | 160503010110,Cold Spring Creek-Madeline Plains;Headwaters East Walker River,,,Eagle Lake/Bishop,
