agency,program,theme,external_group,external_group_order,external_subgroup,external_subgroup_order,external_layer_id,display_name,primary_panel,service_type,service_url,supports_popups,default_clickable,default_opacity,notes,source_page,geographic_scope,pt2_usage_note,priority,default_load_mode,where_clause,large_layer_warning,min_zoom_live,min_zoom_current_view,legend_url,legend_note,popup_fields,popup_aliases,popup_link_template,popup_link_label,identify_url,hover_fields,hover_aliases,hover_bold_fields,hover_no_label_fields,hover_round_fields,hover_show_native_field_names,default_label_field,out_fields,best_use,useful_for_visualization,style_field_candidates,default_style_field,default_style_method,style_units,style_legend_title,style_direction,field_curation_notes,show_native_field_names,load_badge,load_badge_override,load_score,load_score_override,load_note,load_audit_basis,load_n_tests,load_success_rate,load_median_seconds,load_p90_seconds,load_max_seconds,load_feature_cap_rate
NOAA / NWS / NOHRSC,NOHRSC Snow Analysis,NOHRSC,Hydrologic Model / Product,110,NOHRSC,20,EXT058,NOHRSC snow depth,external,map,https://mapservices.weather.noaa.gov/raster/rest/services/snow/NOHRSC_Snow_Analysis/MapServer/3,False,False,0.62,NOHRSC gridded snow-depth analysis. Modeled/gridded product; complements but does not replace station observations.,https://www.nohrsc.noaa.gov/,CONUS and adjacent regional context,Screening/context layer for mapped snow cover/depth. Use station observations and local knowledge where precision matters.,218,visual,,Server-rendered raster image layer; may take a moment to draw or update while panning/zooming.,,,https://mapservices.weather.noaa.gov/raster/rest/services/snow/NOHRSC_Snow_Analysis/MapServer/legend,Use official NOHRSC/ArcGIS legend for snow-depth categories and units.,,,,,,,,,,,,,,Regional modeled snow-depth context near a project or access route.,Useful broad context layer; later visual legend/opacity controls may improve readability.,,,,,,,Added as a server-rendered MapServer image layer rather than a local vector snapshot.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.22 sec; p90 0.27 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.220754027366638,0.27416660785675,0.577986001968384,0.0
NOAA / NWS / NOHRSC,NOHRSC Snow Analysis,NOHRSC,Hydrologic Model / Product,110,NOHRSC,20,EXT059,NOHRSC SWE,external,map,https://mapservices.weather.noaa.gov/raster/rest/services/snow/NOHRSC_Snow_Analysis/MapServer/7,False,False,0.62,NOHRSC gridded snow-water-equivalent analysis. Modeled/gridded product; complements but does not replace station observations.,https://www.nohrsc.noaa.gov/,CONUS and adjacent regional context,Screening/context layer for modeled gridded SWE. Use station observations and local knowledge where precision matters.,219,visual,,Server-rendered raster image layer; may take a moment to draw or update while panning/zooming.,,,https://mapservices.weather.noaa.gov/raster/rest/services/snow/NOHRSC_Snow_Analysis/MapServer/legend,Use official NOHRSC/ArcGIS legend for SWE categories and units.,,,,,,,,,,,,,,Regional modeled SWE context to complement BRIM snow-pillow station observations.,Useful broad context layer; later visual legend/opacity controls may improve readability.,,,,,,,Added as a server-rendered MapServer image layer rather than a local vector snapshot.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.22 sec; p90 0.24 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.224156498908997,0.237635612487793,0.255190134048462,0.0
NOAA / NWS / OWP,National Water Model,NWM,Hydrologic Model / Product,110,NWM,30,EXT057,NWM Streamflow Analysis (cfs),external,map,https://mapservices.weather.noaa.gov/vector/rest/services/obs/NWM_Stream_Analysis/MapServer,False,False,0.65,Modeled National Water Model streamflow analysis layer. This is not an observed gage layer; use together with observed gages and local PT2 context.,https://water.noaa.gov/about/nwm,CONUS with partial Canada/Mexico coverage,NOAA/NWS modeled streamflow on stream reaches. PT2 requests the scale-dependent streamflow sublayers explicitly so the visual MapServer draws reliably as users zoom. Modeled flow is not the same as observed gage flow.,216,visual,,"National linework. This visual MapServer layer is server-rendered, but it may still be dense at broad extents.",,,https://mapservices.weather.noaa.gov/vector/rest/services/obs/NWM_Stream_Analysis/MapServer/legend,Official NWM streamflow categories in cubic feet per second; service description states hourly updates. PT2 requests sublayers 1-6 from the parent service for reliable scale-dependent drawing.,,,,,,,,,,,,,,Modeled streamflow context between gages and in ungaged reaches.,Screening-scale modeled flow magnitude on the stream network; complements observed gage point layers.,analysis_assim.streamflow;analysis_assim.flow_category;raw.stream_order,analysis_assim.flow_category,official_mapserver_renderer,cfs,NWM modeled streamflow categories,official,PT2 helper special case: parent NWM Stream Analysis MapServer uses scale-dependent leaf sublayers 1-6 for streamflow; requesting the group layer alone may not draw reliably through Esri Leaflet.,False,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 3.52 sec; p90 3.87 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,3.51524138450623,3.8688844203949,4.44879388809204,0.0
NOAA / NWS / OWP,National Water Model,NWM,Hydrologic Model / Product,110,NWM,30,EXT124,NWM near-surface soil moisture saturation,external,map,https://mapservices.weather.noaa.gov/raster/rest/services/obs/NWM_Land_Analysis/MapServer/3,False,False,0.6,"NOAA/NWS National Water Model Land Analysis near-surface soil moisture saturation image layer. Top ~40 cm model saturation context; not a station observation, percentile, or anomaly layer.",https://water.noaa.gov/about/nwm,CONUS,Useful broad wetness context; compare with SCAN station observations where available.,B,visual,,"Server-rendered raster image layer. It may be slow, and it should be treated as modeled wetness context rather than observed soil moisture.",,,https://mapservices.weather.noaa.gov/raster/rest/services/obs/NWM_Land_Analysis/MapServer/legend,Use provider raster legend.,,,,,,,,,,,,,,Broad modeled near-surface soil moisture/wetness screening.,yes,,,,percent saturation,Near-surface soil moisture saturation,,Raster image layer; popup fields not expected.,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.26 sec; p90 0.44 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.263500928878784,0.435448884963989,0.574983835220337,0.0
DWR / CNRA,DWR GIS Atlas,Wells,"Infrastructure, GW",120,Wells,10,EXT043,DWR Well Completion Reports Index,external,map,https://gis.water.ca.gov/arcgis/rest/services/Environment/i07_WellCompletionReports/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Environment/i07_WellCompletionReports/MapServer,,,163,visual,,,10.0,,https://gis.water.ca.gov/arcgis/rest/services/Environment/i07_WellCompletionReports/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,orange,,3.0,,Audited load: slow (8/10 tests loaded; median 5.06 sec; p90 8.38 sec; max features n/a).,BRIM load audit 2026-07,10.0,0.8,5.05911648273468,8.38315763473511,11.1730349063873,0.0
DWR / CNRA,DWR GIS Atlas,Wells,"Infrastructure, GW",120,Wells,10,EXT047,DWR Well Completion Reports Index — inspectable features,external,feature,https://gis.water.ca.gov/arcgis/rest/services/Environment/i07_WellCompletionReports/FeatureServer/0,True,True,0.75,California DWR FeatureServer layer. Current-view loading is recommended for larger statewide layers.,https://gis.water.ca.gov/arcgis/rest/services/Environment/i07_WellCompletionReports/FeatureServer/0,,,180,current_view,,Potentially large statewide FeatureServer. Zoom in first and use current-view loading for better performance.,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 2 sec; p90 6.47 sec; max features 1000; cap rate 100%).,BRIM load audit 2026-07,10.0,1.0,1.99945557117462,6.46654734611511,6.65343594551086,1.0
Caltrans,Transportation / NHS,transportation,"Infrastructure, not water",130,transportation,10,EXT115,National Highway System,external,feature,https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/National_Highway_System/FeatureServer/0,True,True,0.85,Caltrans National Highway System line layer. Useful as statewide access/infrastructure context.,https://gisdata-caltrans.opendata.arcgis.com/datasets/1f71fa512e824ff09d4b9c3f48b6d602_0/about,California,Access/infrastructure context for project screening. This is not a live road-closure or road-condition layer.,810,current_view,,Statewide line layer. Current-view loading is recommended for performance.,,6.0,,,RouteID;NHS_TYPE,RouteID=Route ID;NHS_TYPE=NHS type,,,,RouteID;NHS_TYPE,RouteID=Route;NHS_TYPE=NHS type,RouteID,,,,RouteID,*,Road/access context and identifying NHS route type near a project area.,Good compact context layer; may later merit better type-based symbology/legend.,NHS_TYPE,NHS_TYPE,category,,NHS type,,Caltrans service renderer uses NHS_TYPE categories. First BRIM add uses current-view FeatureServer loading and curated popup/hover fields.,False,red,,4.0,,Audited load: heavy (8/10 tests loaded; median 1.24 sec; p90 1.47 sec; max features 2000; cap rate 12%).,BRIM load audit 2026-07,10.0,0.8,1.2446985244751,1.46867890357971,1.69356989860535,0.125
FRA / BTS / NTAD,Rail transportation,transportation,"Infrastructure, not water",130,transportation,10,EXT118,Railroads,external,feature,https://services.arcgis.com/P3ePLMYs2RVChkJx/arcgis/rest/services/USA_Railroads/FeatureServer/0,True,True,0.85,"National railroad line layer from the FRA/BTS/NTAD-derived Esri-hosted service. Useful for access, infrastructure, and corridor screening.",https://railroads.dot.gov/rail-network-development/maps-and-data/maps-geographic-information-system/maps-geographic,CONUS; includes California,Transportation/infrastructure context for screening. Verify route ownership/status against authoritative project-specific sources before relying on it.,820,current_view,,National line layer. Zoom to California or a project area and use current-view loading for performance.,,6.0,,,RROWNER1;TRKRGHTS1;STATUS;FRAARCID;MILES,RROWNER1=Railroad owner;TRKRGHTS1=Track rights;STATUS=Status;FRAARCID=FRA arc ID;MILES=Miles,,,,RROWNER1;STATUS,RROWNER1=Owner;STATUS=Status,RROWNER1,,,,,*,,,,STATUS,category,,,,,False,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 0.21 sec; p90 0.36 sec; max features 1000; cap rate 80%).,BRIM load audit 2026-07,10.0,1.0,0.206308484077454,0.358310461044311,0.530034065246582,0.8
California Energy Commission,Energy infrastructure,utility,"Infrastructure, not water",130,utility,20,EXT129,CEC electric transmission lines,external,feature,https://services3.arcgis.com/bWPjFyq029ChCGur/arcgis/rest/services/Transmission_Line/FeatureServer/2,True,True,0.75,California Energy Commission electric transmission line layer. Useful infrastructure context; verify with authoritative project/utility records before relying on alignment or status.,https://cecgis-caenergy.opendata.arcgis.com/datasets/CAEnergy::california-electric-transmission-lines-1,California,"Infrastructure context for project screening, access, ROW, fire/weather, and subsidence/canal concerns.",B,current_view,,Statewide line layer; load at project/local scale for best performance.,,6.0,,,Name;kV;Owner;Status;Circuit;Type;Length_Mile;Source,Name;kV;Owner;Status;Circuit;Type;Length (mi);Source,,,,Name;kV;Owner;Status,Name;kV;Owner;Status,Name,,,,,*,Electric transmission context near projects and water infrastructure.,yes,,kV,numeric_bins,kV,Transmission line voltage,,Future styling could vary by voltage/status.,,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 1.3 sec; p90 2.2 sec; max features 2000; cap rate 40%).,BRIM load audit 2026-07,10.0,1.0,1.30461204051971,2.1969352722168,2.24889588356018,0.4
California Energy Commission / HIFLD,Energy infrastructure,utility,"Infrastructure, not water",130,utility,20,EXT130,Electric substations,external,feature,https://services5.arcgis.com/HDRa0B57OVrv2E1q/ArcGIS/rest/services/Electric_Substations/FeatureServer/0,True,True,0.8,Electric substation point layer. Useful infrastructure context; coverage may be incomplete for lower-voltage or local facilities.,https://www.arcgis.com/home/item.html?id=30bafe3247fd46a18f862593b7de33a8,California / broader US source layer,"Infrastructure context near projects, canals, fire/weather exposure, and access corridors.",B/C,current_view,,Point layer; load at project/local scale for best performance.,,6.0,,,NAME;SUB_1;SUB_2;MAX_VOLT;OWNER;STATUS;TYPE;CITY;STATE,Name;Substation 1;Substation 2;Max voltage;Owner;Status;Type;City;State,,,,NAME;MAX_VOLT;OWNER;STATUS,Name;Max voltage;Owner;Status,NAME,,,,,*,Electric substation context near projects and infrastructure.,yes,,MAX_VOLT,numeric_bins,kV,Substation max voltage,,Field names may need QA; show all attributes if curated fields miss.,,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 0.19 sec; p90 0.32 sec; max features 2000; cap rate 20%).,BRIM load audit 2026-07,10.0,1.0,0.191659569740295,0.319863438606262,0.633140087127686,0.2
Esri / USGS / NOAA,ArcGIS Living Atlas / live feeds,Gages,"Infrastructure, SW",140,Gages,10,EXT056,Live Stream Gages / Flow,both,feature,https://services9.arcgis.com/RHVPKKiFTONKtxq3/arcgis/rest/services/Live_Stream_Gauges_v1/FeatureServer/0,True,True,0.8,"Near-real-time public live gage feed. Values depend on the source agency feed and may be stale or missing for some stations. BRIM classifies ordinary stream/canal gages, likely reservoir/lake pool records, and reservoir/lake/dam-adjacent questionable records from name/context.",https://services9.arcgis.com/RHVPKKiFTONKtxq3/arcgis/rest/services/Live_Stream_Gauges_v1/FeatureServer/0,United States; useful for California and adjacent basins,"Live observed gage context from a public multi-agency feed. BRIM keeps likely reservoir/lake pool records because some are not covered by the dedicated reservoir Ops layer, but flags their provider flow_cfs values as source values rather than current discharge.",215,current_view,flow_cfs IS NOT NULL,"Current-view live point query. Zoom to your area of interest before loading; pan/zoom and use Refresh current view to update the snapshot. Reservoir/lake/dam wording is classified client-side into stream, likely pool record, or questionable reservoir-adjacent record.",,5.0,,"Stream/canal gages use expanded circle size and color bins for raw, unnormalized flow magnitude; bins extend to 500k+ cfs for national-scale rivers. Likely reservoir/lake pool records use filled blue squares; provider flow_cfs is retained but should not be interpreted as current stream discharge. Reservoir/lake/dam-adjacent or questionable records use hollow/dashed blue squares.",name;stationid;org;flow_cfs;stage_ft;status;lastupdate;lastupdate_age;governing_location;status_full;status_24h;status_48h;status_72h,name=Gage;stationid=Station ID;org=Agency;flow_cfs=Source flow value;stage_ft=Stage / elevation;status=Current status;lastupdate=Last update;lastupdate_age=Age;governing_location=Governing location;status_full=Forecast status;status_24h=24-hr forecast status;status_48h=48-hr forecast status;status_72h=72-hr forecast status,{graphurl_raw},Open gage hydrograph,,name;flow_cfs;stage_ft;status;lastupdate,name=Gage;flow_cfs=Flow/source value;stage_ft=Stage/elevation;status=Status;lastupdate=Updated,name;flow_cfs,name,,False,name,,Observed flow context; event screening; quick lookup of gage status and hydrograph links; supplemental reservoir/lake pool-record awareness where dedicated reservoir layers do not cover the site.,Observed flow context; event screening; quick lookup of gage status and hydrograph links.,flow_cfs;status;stage_ft;lastupdate_age,flow_cfs,flow_cfs_size_color_status_outline,cfs,Stream/canal gages: expanded raw flow bins; reservoir/questionable records flagged,high_large,"PT2-specific styling classifies Live Stream Gages / Flow records as ordinary stream/canal gage circles, likely reservoir/lake pool record squares, or reservoir/lake/dam-adjacent questionable hollow squares. Classification is name/context-first with stage/elevation as supporting evidence; high flow_cfs alone is not used as a reservoir classifier.",False,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.16 sec; p90 0.32 sec; max features 1233).,BRIM load audit 2026-07,10.0,1.0,0.157801985740662,0.317003393173218,0.53314995765686,0.0
BLM GBP,Surface Management Agency,classification,Land status,140,classification,10,EXT101,BLM CA Land Status / Surface Management Agency,disabled,map,https://gis.blm.gov/caarcgis/rest/services/lands/BLM_CA_LandStatus_SurfaceManagementAgency/MapServer/0,False,False,0.58,"California surface management agency context layer. Treat as surface-management context, not parcel-level ownership. Disabled in External panel; BRIM uses the special Federal Land Status / Surface Management Agency control.",https://gbp-blm-egis.hub.arcgis.com/datasets/BLM-EGIS::blm-ca-land-status-surface-management-agency/about,,,405,visual,,,,,https://gis.blm.gov/caarcgis/rest/services/lands/BLM_CA_LandStatus_SurfaceManagementAgency/MapServer/legend,BLM SMA legend from the ArcGIS REST service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIA / DOI,American Indian and Alaska Native Land Area Representation (AIAN-LAR),classification,Non-Federal Lands,145,Tribal lands,10,EXT102,BIA Tribal Lands / AIAN-LAR,external,feature,https://services9.arcgis.com/2Gsi9RRor9I3ryL1/ArcGIS/rest/services/Tribal_Lands/FeatureServer/67,True,True,0.38,"BIA American Indian and Alaska Native Land Area Representation (AIAN-LAR), 7 Western States layer. Shows exterior land-area representation polygons for federal Indian reservations and associated trust/restricted/mixed-ownership and related land-area types.",https://services9.arcgis.com/2Gsi9RRor9I3ryL1/ArcGIS/rest/services/Tribal_Lands/FeatureServer/layers,Western U.S.; includes California,"Screening/reference layer for BIA AIAN-LAR tribal land-area representation polygons. This is a land-area/land-base layer, not a complete map of tribal presence, ancestral territories, consultation areas, or all federally recognized tribes. Many California tribes have small land bases or may not have trust/reservation land shown at statewide scale. BIA cautions that the GIS dataset is for illustrative, reference, and statistical use only and is not a legal, survey, ownership, or jurisdictional determination; consult the appropriate Tribe and BIA for authoritative interpretation.",406,current_view,,"Western-states polygon layer. Use current-view loading after zooming to California or a project area, and refresh current view after panning.",,5.0,,Simple BIA service renderer is used; Classification can be used for future categorical styling.,LARName;Classification;GISAcres;States;LARID,LARName=Name;Classification=Classification;GISAcres=GIS acres;States=States;LARID=LAR ID,,,,LARName;Classification;GISAcres,LARName=Name;Classification=Class;GISAcres=Acres,LARName,,GISAcres,,LARName,,"Screening-level awareness of BIA AIAN-LAR tribal land-area representation polygons near BLM lands, watersheds, projects, and consultation/context areas.","Tribal land-area context, federal Indian reservation/trust/restricted/mixed ownership land-area representation, consultation screening context.",Classification;GISAcres;States,Classification,categorical,classification,BIA AIAN-LAR classification,categorical,"BIA layer has compact schema: LARName, LARID, GISAcres, Classification, States. Important legal/use caveats should remain visible in notes/info.",,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.19 sec; p90 0.46 sec; max features 36).,BRIM load audit 2026-07,10.0,1.0,0.1897794008255,0.455993485450744,1.94938588142395,0.0
